,City,Variety,Month,Package,Low Price,High Price,Price
1263,DETROIT,PIE TYPE,9,1 1/9 bushel cartons,15.0,20.0,15.75
1264,DETROIT,PIE TYPE,9,1 1/9 bushel cartons,15.0,15.0,13.5
1283,DETROIT,MIXED HEIRLOOM VARIETIES,9,1 1/9 bushel cartons,20.0,20.0,18.0
1284,DETROIT,MIXED HEIRLOOM VARIETIES,9,1 1/9 bushel cartons,20.0,20.0,18.0
1514,SAN FRANCISCO,PIE TYPE,10,bushel cartons,16.0,18.0,17.0
1515,SAN FRANCISCO,PIE TYPE,10,bushel cartons,16.0,18.0,17.0
1516,SAN FRANCISCO,PIE TYPE,10,bushel cartons,16.0,18.0,17.0
1517,SAN FRANCISCO,PIE TYPE,11,bushel cartons,16.0,18.0,17.0
1518,SAN FRANCISCO,PIE TYPE,11,bushel cartons,16.0,18.0,17.0
1533,SAN FRANCISCO,MINIATURE,9,1/2 bushel cartons,20.0,26.0,46.0
1534,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,20.0,40.0
1535,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,20.0,40.0
1536,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,20.0,40.0
1537,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1538,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1539,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1540,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1541,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1542,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1543,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1544,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1545,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1546,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,20.0,40.0
1547,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,20.0,40.0
1548,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,20.0,40.0
1549,SAN FRANCISCO,MINIATURE,11,1/2 bushel cartons,20.0,20.0,40.0
1550,SAN FRANCISCO,MINIATURE,11,1/2 bushel cartons,20.0,20.0,40.0
1551,SAN FRANCISCO,MINIATURE,11,1/2 bushel cartons,20.0,20.0,40.0
1552,SAN FRANCISCO,MINIATURE,11,1/2 bushel cartons,20.0,20.0,40.0
1553,SAN FRANCISCO,MINIATURE,11,1/2 bushel cartons,20.0,20.0,40.0
1569,SAN FRANCISCO,MINIATURE,10,bushel baskets,25.0,48.0,36.5
1570,SAN FRANCISCO,MINIATURE,10,bushel baskets,45.0,48.0,46.5
1571,SAN FRANCISCO,MINIATURE,10,bushel baskets,45.0,48.0,46.5
1572,SAN FRANCISCO,MINIATURE,10,bushel baskets,45.0,48.0,46.5
1573,SAN FRANCISCO,MINIATURE,10,bushel baskets,45.0,48.0,46.5
1574,SAN FRANCISCO,MINIATURE,11,bushel baskets,45.0,45.0,45.0
1575,SAN FRANCISCO,MINIATURE,9,bushel baskets,48.0,48.0,48.0
1576,SAN FRANCISCO,MINIATURE,9,bushel baskets,48.0,55.0,51.5
1577,SAN FRANCISCO,MINIATURE,9,bushel baskets,46.0,48.0,47.0
1578,SAN FRANCISCO,MINIATURE,9,bushel baskets,46.0,55.0,50.5
1579,SAN FRANCISCO,MINIATURE,9,1/2 bushel cartons,20.0,26.0,46.0
1580,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,20.0,40.0
1581,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1582,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1583,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1584,SAN FRANCISCO,MINIATURE,10,1/2 bushel cartons,20.0,22.0,42.0
1585,SAN FRANCISCO,MINIATURE,11,1/2 bushel cartons,20.0,22.0,42.0
1586,SAN FRANCISCO,MINIATURE,11,1/2 bushel cartons,20.0,22.0,42.0
1625,PHILADELPHIA,PIE TYPE,10,1 1/9 bushel cartons,12.0,14.0,11.7
1626,PHILADELPHIA,PIE TYPE,10,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
1627,PHILADELPHIA,PIE TYPE,10,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
1628,PHILADELPHIA,PIE TYPE,8,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
1629,PHILADELPHIA,PIE TYPE,9,1 1/9 bushel cartons,18.0,18.0,16.2
1630,PHILADELPHIA,PIE TYPE,9,1 1/9 bushel cartons,18.0,22.0,18.0
1642,PHILADELPHIA,MINIATURE,9,1/2 bushel cartons,17.0,18.0,35.0
1643,PHILADELPHIA,MINIATURE,10,1/2 bushel cartons,18.0,18.0,36.0
1644,PHILADELPHIA,MINIATURE,10,1/2 bushel cartons,17.0,18.0,35.0
1645,PHILADELPHIA,MINIATURE,10,1/2 bushel cartons,15.0,15.0,30.0
1646,PHILADELPHIA,MINIATURE,10,1/2 bushel cartons,15.0,18.0,33.0
1647,PHILADELPHIA,MINIATURE,10,1/2 bushel cartons,16.0,18.0,34.0
1648,PHILADELPHIA,MINIATURE,10,1/2 bushel cartons,16.0,18.0,34.0
1649,PHILADELPHIA,MINIATURE,11,1/2 bushel cartons,16.0,18.0,34.0
1650,PHILADELPHIA,MINIATURE,8,1/2 bushel cartons,18.0,20.0,38.0
1651,PHILADELPHIA,MINIATURE,9,1/2 bushel cartons,16.0,16.0,32.0
1652,PHILADELPHIA,MINIATURE,9,1/2 bushel cartons,15.0,16.0,31.0
1653,PHILADELPHIA,MINIATURE,9,1/2 bushel cartons,15.0,18.0,33.0
1719,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1720,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1721,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.75,15.75,31.5
1722,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,12.5,12.5,25.0
1723,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1724,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1725,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.75,30.75
1726,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,12.5,15.0,27.5
1727,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1728,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1729,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.75,30.75
1730,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,12.5,15.0,27.5
1731,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1732,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1733,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,13.75,15.0,28.75
1734,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,10.75,15.0,25.75
1735,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,12.0,12.0,24.0
1736,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,12.0,12.0,24.0
1737,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1738,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,15.0,15.0,30.0
1739,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,13.75,15.0,28.75
1740,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,10.75,15.0,25.75
1741,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,12.0,12.0,24.0
1742,ST. LOUIS,MINIATURE,9,1/2 bushel cartons,12.0,12.0,24.0
